,sentiment,sp500_open,sp500_high,sp500_low,sp500_close,sp500_avg_close,sp500_avg_volume,sp500_monthly_return,sp500_intra_volatility,sentiment_z,sp500_close_z,sentiment_pct_change,rolling_corr_12m
1994-05,92.8,450.91,457.77,440.78,456.5,450.8986,270284285.7143,1.2397,3.8545,0.6399,-0.6581,0.216,0.225
1994-06,91.2,456.5,463.23,439.83,444.27,454.8259,266030454.5455,-2.6791,5.3202,0.5253,-0.666,-1.7241,0.0672
1994-07,89.0,444.27,459.33,443.58,458.26,451.401,249005000.0,3.149,3.5507,0.3678,-0.6569,-2.4123,-0.0929
1994-08,91.7,458.28,477.59,456.08,475.49,464.243,278206521.7391,3.7599,4.7163,0.5611,-0.6457,3.0337,0.0236
1994-09,91.5,475.49,475.49,458.47,462.71,466.9581,292993809.5238,-2.6878,3.7123,0.5468,-0.654,-0.2181,-0.0198
1994-10,92.7,462.69,474.74,449.27,472.35,463.8138,302128571.4286,2.0834,5.6692,0.6327,-0.6477,1.3115,0.1383
1994-11,91.6,472.26,472.26,444.18,453.69,461.0152,297678095.2381,-3.9505,6.3218,0.5539,-0.6599,-1.1866,0.2729
1994-12,95.1,453.55,462.73,442.88,459.27,455.1867,302453809.5238,1.2299,4.482,0.8046,-0.6562,3.821,0.3736
1995-01,97.6,459.21,471.36,457.2,470.42,465.25,326288571.4286,2.4278,3.0971,0.9836,-0.649,2.6288,0.3657
1995-02,95.1,470.42,489.19,469.29,487.39,481.9247,333163157.8947,3.6074,4.2404,0.8046,-0.6379,-2.5615,0.4699
1995-03,90.3,487.39,508.15,479.7,500.71,493.153,338800000.0,2.7329,5.9308,0.4608,-0.6292,-5.0473,0.1037
1995-04,92.5,500.7,515.29,500.2,514.71,507.9058,331948947.3684,2.796,3.0168,0.6184,-0.62,2.4363,0.0731
1995-05,89.8,514.76,533.41,513.03,533.4,523.8136,343440454.5455,3.6312,3.9725,0.425,-0.6078,-2.9189,-0.1539
1995-06,92.7,533.4,551.07,526.0,544.75,539.3541,343438636.3636,2.1279,4.7662,0.6327,-0.6004,3.2294,-0.1673
1995-07,94.4,544.75,565.4,542.51,562.06,557.3665,365398000.0,3.1776,4.2193,0.7544,-0.5891,1.8339,-0.1506
1995-08,96.2,562.06,565.62,553.04,561.88,559.11,310722608.6957,-0.032,2.2747,0.8833,-0.5892,1.9068,0.0277
1995-09,88.9,561.88,587.61,561.01,584.41,578.7655,352641500.0,4.0097,4.7414,0.3606,-0.5745,-7.5884,-0.286
1995-10,90.2,584.41,590.66,571.55,581.5,582.9182,365605454.5455,-0.4979,3.3435,0.4537,-0.5764,1.4623,-0.3926
1995-11,88.2,581.5,608.69,581.04,605.37,595.5324,362007142.8571,4.1049,4.7587,0.3105,-0.5608,-2.2173,-0.6194
1995-12,91.0,605.37,622.88,605.05,615.93,614.571,384877000.0,1.7444,2.9469,0.511,-0.5539,3.1746,-0.575
1996-01,89.3,615.93,636.18,597.29,636.02,614.42,417638636.3636,3.2617,6.5111,0.3892,-0.5408,-1.8681,-0.4731
1996-02,88.5,636.02,664.23,633.71,640.43,649.542,437498000.0,0.6934,4.8161,0.332,-0.5379,-0.8959,-0.4258
1996-03,93.7,640.43,656.97,627.63,645.5,647.0748,427819047.619,0.7917,4.6747,0.7043,-0.5346,5.8757,-0.3434
1996-04,92.7,645.5,656.68,624.14,654.17,647.1729,422646666.6667,1.3431,5.2136,0.6327,-0.5289,-1.0672,-0.2067
1996-05,89.4,654.17,681.1,630.07,669.12,661.2305,405506363.6364,2.2853,8.0991,0.3964,-0.5192,-3.5599,-0.3991
1996-06,92.4,669.12,680.32,658.75,670.63,668.499,396542000.0,0.2257,3.2744,0.6112,-0.5182,3.3557,-0.2727
1996-07,94.7,670.63,675.88,605.88,639.95,644.0705,402266363.6364,-4.5748,11.5534,0.7759,-0.5382,2.4892,-0.0565
1996-08,95.3,639.95,670.68,639.49,651.99,662.6823,335469090.9091,1.8814,4.8773,0.8189,-0.5304,0.6336,0.4491
1996-09,94.7,651.99,690.88,643.97,687.33,674.8855,403203500.0,5.4203,7.2845,0.7759,-0.5073,-0.6296,0.4778
1996-10,96.5,687.31,714.1,684.44,705.27,701.4557,421898695.6522,2.6101,4.3335,0.9048,-0.4955,1.9007,0.6206
1996-11,99.2,705.27,762.12,701.3,757.02,735.669,438192500.0,7.3376,8.6725,1.0981,-0.4617,2.7979,0.7213
1996-12,96.9,757.02,761.75,716.69,740.74,743.249,432817619.0476,-2.1505,6.2872,0.9335,-0.4724,-2.3185,0.7413
1997-01,97.4,740.74,794.67,729.55,786.16,766.2168,528901363.6364,6.1317,8.926,0.9693,-0.4427,0.516,0.7196
1997-02,99.7,786.16,817.68,773.43,790.82,798.3842,511364736.8421,0.5928,5.7213,1.1339,-0.4397,2.3614,0.7746
1997-03,100.0,790.82,814.9,756.13,757.12,792.1555,506038000.0,-4.2614,7.7725,1.1554,-0.4617,0.3009,0.7897
1997-04,101.4,757.12,804.13,733.54,801.34,763.9282,475221818.1818,5.8406,9.6232,1.2557,-0.4328,1.4,0.8136
1997-05,103.2,801.34,851.87,793.21,848.28,833.0914,481269047.619,5.8577,7.3953,1.3846,-0.4021,1.7751,0.9022
1997-06,104.5,848.28,902.09,838.82,885.14,876.2862,517045238.0952,4.3453,7.5427,1.4777,-0.3781,1.2597,0.9385
1997-07,107.1,885.14,957.73,884.54,954.31,925.2945,543550909.0909,7.8146,8.2744,1.6638,-0.3329,2.488,0.9583
1997-08,104.4,954.29,964.17,893.34,899.47,927.7357,505052380.9524,-5.7466,7.9287,1.4705,-0.3687,-2.521,0.963
1997-09,106.0,899.47,960.59,899.47,947.28,937.0243,542047619.0476,5.3154,6.7951,1.5851,-0.3375,1.5326,0.9597
1997-10,105.6,947.28,983.12,855.27,914.62,951.1596,609446086.9565,-3.4478,14.9485,1.5564,-0.3588,-0.3774,0.9554
1997-11,107.2,914.62,964.55,900.61,955.4,938.9237,535453684.2105,4.4587,7.0996,1.671,-0.3322,1.5152,0.961
1997-12,102.1,955.4,986.25,924.92,970.43,962.3655,543585454.5455,1.5732,6.6308,1.3058,-0.3223,-4.7575,0.827
1998-01,106.6,970.43,992.65,912.83,980.28,963.359,636691500.0,1.015,8.7442,1.628,-0.3159,4.4074,0.8299
1998-02,110.4,980.28,1051.66,980.28,1049.34,1023.7421,613502631.5789,7.0449,7.2816,1.9001,-0.2708,3.5647,0.8524
1998-03,106.5,1049.34,1113.0699,1030.87,1101.75,1076.8277,623617727.2727,4.9946,7.9738,1.6209,-0.2366,-3.5326,0.7011
1998-04,108.7,1101.75,1132.98,1076.7,1111.75,1112.1962,650288571.4286,0.9076,5.2271,1.7784,-0.23,2.0657,0.6585
1998-05,106.5,1111.75,1130.52,1074.39,1090.8199,1108.417,573857000.0,-1.8826,5.2244,1.6209,-0.2437,-2.0239,0.549
1998-06,105.6,1090.8199,1145.15,1074.67,1133.84,1108.3895,615998636.3636,3.9438,6.5583,1.5564,-0.2156,-0.8451,0.38
1998-07,105.2,1133.84,1190.58,1114.3,1120.67,1156.5773,645218181.8182,-1.1615,6.8455,1.5278,-0.2242,-0.3788,0.3266
1998-08,104.4,1120.67,1121.79,957.28,957.28,1074.6205,717692857.1429,-14.5797,17.1852,1.4705,-0.3309,-0.7605,0.2936
1998-09,100.9,957.28,1066.11,939.98,1017.01,1020.64,795908571.4286,6.2396,13.4184,1.2199,-0.2919,-3.3525,0.2784
1998-10,97.4,1017.01,1103.78,923.32,1098.67,1032.47,818256818.1818,8.0294,19.5447,0.9693,-0.2386,-3.4688,0.0602
1998-11,102.7,1098.67,1192.97,1098.67,1163.63,1144.4335,672564000.0,5.9126,8.5831,1.3488,-0.1961,5.4415,0.0575
1998-12,100.5,1163.63,1244.9301,1136.89,1229.23,1190.0509,690065909.0909,5.6375,9.5031,1.1912,-0.1533,-2.1422,-0.2431
1999-01,103.9,1229.23,1280.37,1205.46,1279.64,1248.7747,853342105.2632,4.1009,6.2142,1.4347,-0.1203,3.3831,-0.177
1999-02,108.1,1279.64,1283.84,1211.89,1238.33,1246.5821,766097894.7368,-3.2283,5.937,1.7354,-0.1473,4.0423,0.0808
1999-03,105.7,1238.33,1323.8199,1216.03,1286.37,1281.6639,782717391.3043,3.8794,8.8641,1.5636,-0.1159,-2.2202,0.1585
1999-04,104.6,1286.37,1371.5601,1282.5601,1335.1801,1334.7567,882057142.8571,3.7944,6.9392,1.4848,-0.0841,-1.0407,0.2388
1999-05,106.8,1335.1801,1375.98,1277.3101,1301.84,1332.074,794013000.0,-2.497,7.7248,1.6424,-0.1058,2.1033,0.3841
1999-06,107.3,1301.84,1372.9301,1277.47,1372.71,1322.5527,730871363.6364,5.4438,7.4726,1.6782,-0.0595,0.4682,0.4982
1999-07,106.0,1372.71,1420.33,1328.49,1328.72,1380.99,730139523.8095,-3.2046,6.9131,1.5851,-0.0883,-1.2116,0.5594
1999-08,104.5,1328.72,1382.84,1267.73,1320.41,1327.4887,719025000.0,-0.6254,9.08,1.4777,-0.0937,-1.4151,0.7353
1999-09,107.2,1320.41,1361.39,1256.26,1282.71,1318.1719,782795238.0952,-2.8552,8.3685,1.671,-0.1183,2.5837,0.7396
1999-10,103.2,1282.71,1373.17,1233.7,1362.9301,1300.01,896761904.7619,6.254,11.305,1.3846,-0.0659,-3.7313,0.3283
1999-11,107.2,1362.9301,1425.3101,1346.41,1388.91,1391.0028,875467619.0476,1.9062,5.86,1.671,-0.049,3.876,0.2532
1999-12,105.4,1388.91,1473.1,1387.38,1469.25,1428.6841,892758636.3636,5.7844,6.1786,1.5421,0.0035,-1.6791,-0.1857
2000-01,112.0,1469.25,1478.0,1350.14,1394.46,1425.5855,1074720000.0,-5.0904,9.4701,2.0147,-0.0453,6.2619,0.0162
2000-02,111.3,1394.46,1444.55,1325.0699,1366.42,1388.8745,1045600000.0,-2.0108,9.0169,1.9646,-0.0637,-0.625,0.1834
2000-03,107.1,1366.42,1552.87,1346.62,1498.58,1442.2126,1137226086.9565,9.672,15.3161,1.6638,0.0227,-3.7736,0.1293
2000-04,109.2,1498.58,1527.1899,1339.4,1452.4301,1461.3553,1058234736.8421,-3.0796,14.0205,1.8142,-0.0075,1.9608,0.1631
2000-05,110.7,1452.4301,1481.51,1361.09,1420.6,1418.4795,904468181.8182,-2.1915,8.8473,1.9216,-0.0283,1.3736,0.1983
2000-06,106.4,1420.6,1488.9301,1420.6,1454.6,1461.9591,988104545.4545,2.3934,4.8099,1.6137,-0.0061,-3.8844,0.1506
2000-07,108.3,1454.6,1517.3199,1413.89,1430.83,1473.0025,954455000.0,-1.6341,7.3153,1.7498,-0.0216,1.7857,0.1108
2000-08,107.3,1430.83,1525.21,1425.4301,1517.6801,1485.4583,885378260.8696,6.0699,7.0,1.6782,0.0352,-0.9234,-0.0818
2000-09,106.8,1517.6801,1530.09,1419.4399,1436.51,1468.054,1041915000.0,-5.3483,7.7953,1.6424,-0.0179,-0.466,-0.1922
2000-10,105.8,1436.52,1454.8199,1305.79,1429.4,1390.1441,1179609090.9091,-0.4949,11.413,1.5708,-0.0225,-0.9363,-0.5646
2000-11,107.6,1429.4,1438.46,1294.9,1314.95,1375.0376,977728571.4286,-8.0069,11.0866,1.6996,-0.0973,1.7013,-0.4359
2000-12,98.4,1314.95,1389.05,1254.0699,1320.28,1330.9295,1180540000.0,0.4053,10.7634,1.0409,-0.0938,-8.5502,0.2184
2001-01,94.7,1320.28,1383.37,1274.62,1366.01,1335.6391,1325228571.4286,3.4637,8.532,0.7759,-0.0639,-3.7602,0.3787
2001-02,90.6,1366.01,1376.38,1215.4399,1239.9399,1305.7516,1139178947.3684,-9.2291,13.2413,0.4823,-0.1463,-4.3295,0.7267
2001-03,91.5,1239.9399,1267.42,1081.1899,1160.33,1185.85,1263936818.1818,-6.4205,17.2246,0.5468,-0.1983,0.9934,0.8081
2001-04,88.4,1160.33,1269.3,1091.99,1249.46,1189.837,1270499500.0,7.6814,16.2373,0.3248,-0.1401,-3.388,0.8166
2001-05,92.0,1249.46,1315.9301,1232.0,1255.8199,1270.3686,1114813636.3636,0.509,6.8125,0.5826,-0.1359,4.0724,0.835
2001-06,92.6,1255.8199,1286.62,1203.03,1224.38,1238.7105,1178477619.0476,-2.5035,6.9483,0.6255,-0.1564,0.6522,0.833
2001-07,92.4,1224.42,1239.78,1165.54,1211.23,1204.4495,1133033809.5238,-1.074,6.3696,0.6112,-0.165,-0.216,0.8237
2001-08,91.5,1211.23,1226.27,1124.87,1133.58,1178.5039,1015617391.3043,-6.4108,9.0144,0.5468,-0.2158,-0.974,0.7775
2001-09,81.8,1133.58,1155.4,944.75,1040.9399,1044.644,1668352666.6667,-8.1723,22.2969,-0.1478,-0.2763,-10.6011,0.7975
2001-10,82.7,1040.9399,1110.61,1026.76,1059.78,1076.5904,1302229565.2174,1.8099,8.1665,-0.0834,-0.264,1.1002,0.7748
2001-11,83.9,1059.78,1163.38,1054.3101,1139.45,1129.6833,1253809523.8095,7.5176,10.3451,0.0026,-0.2119,1.451,0.8358
2001-12,88.8,1139.45,1173.62,1114.53,1148.08,1144.93,1256428500.0,0.7574,5.3018,0.3534,-0.2063,5.8403,0.8029
2002-01,93.0,1148.08,1176.97,1081.66,1130.2,1140.2076,1416485714.2857,-1.5574,8.8115,0.6542,-0.218,4.7297,0.6779
2002-02,90.7,1130.2,1130.2,1074.36,1106.73,1100.6689,1370926315.7895,-2.0766,5.1975,0.4895,-0.2333,-2.4731,0.6329
2002-03,95.7,1106.73,1173.9399,1106.73,1147.39,1153.791,1328160000.0,3.6739,6.0728,0.8475,-0.2067,5.5127,0.5609
2002-04,93.0,1147.39,1147.84,1063.46,1076.92,1112.0345,1298586363.6364,-6.1418,7.9345,0.6542,-0.2528,-2.8213,0.5489
2002-05,96.9,1076.92,1106.59,1048.96,1067.14,1079.2673,1222977272.7273,-0.9081,5.494,0.9335,-0.2592,4.1935,0.3577
2002-06,92.4,1067.14,1070.74,952.92,989.82,1014.048,1499075500.0,-7.2455,12.3641,0.6112,-0.3097,-4.644,0.181
2002-07,88.1,989.82,994.46,775.68,911.62,903.5855,1919487272.7273,-7.9004,28.2049,0.3033,-0.3608,-4.6537,0.1684
2002-08,87.6,911.62,965.0,833.44,916.07,912.5523,1331745454.5455,0.4881,15.7852,0.2675,-0.3578,-0.5675,0.1914
2002-09,86.1,916.07,924.02,800.2,815.28,867.812,1386185500.0,-11.0024,15.4736,0.1601,-0.4237,-1.7123,0.3039
2002-10,80.6,815.28,907.44,768.63,885.76,854.6313,1645926521.7391,8.6449,18.0594,-0.2337,-0.3776,-6.3879,0.5094
2002-11,84.2,885.76,941.82,872.05,936.31,909.927,1460048000.0,5.707,8.0007,0.024,-0.3446,4.4665,0.7168
2002-12,86.7,936.31,954.28,869.45,879.82,899.1786,1237792380.9524,-6.0333,9.7567,0.2031,-0.3815,2.9691,0.8052
2003-01,82.4,879.82,935.05,840.34,855.7,895.8362,1464265714.2857,-2.7415,11.2704,-0.1048,-0.3973,-4.9596,0.8235
2003-02,79.9,855.7,864.64,806.29,841.15,837.619,1328173684.2105,-1.7004,7.2369,-0.2839,-0.4068,-3.034,0.8647
2003-03,77.6,841.15,895.9,788.9,848.18,846.6214,1432382380.9524,0.8358,13.5632,-0.4486,-0.4022,-2.8786,0.8366
2003-04,86.0,848.18,924.24,847.85,916.92,890.0257,1412838571.4286,8.1044,9.0099,0.1529,-0.3573,10.8247,0.824
2003-05,92.1,916.92,965.38,902.83,963.59,935.9629,1473909523.8095,5.0899,6.9282,0.5897,-0.3268,7.093,0.7307
2003-06,89.7,963.59,1015.33,963.59,974.5,987.9952,1486638095.2381,1.1322,5.3695,0.4179,-0.3197,-2.6059,0.6856
2003-07,90.9,974.5,1015.41,962.1,990.31,992.5409,1434236363.6364,1.6224,5.541,0.5038,-0.3093,1.3378,0.7393
2003-08,89.3,990.31,1011.01,960.84,1008.01,989.5319,1184831904.7619,1.7873,5.2215,0.3892,-0.2978,-1.7602,0.7507
2003-09,87.7,1008.01,1040.29,990.36,995.97,1019.4419,1425719523.8095,-1.1944,5.0416,0.2747,-0.3057,-1.7917,0.8528
2003-10,89.6,995.97,1053.79,995.97,1050.71,1038.7343,1404282608.6957,5.4961,5.8054,0.4107,-0.2699,2.1665,0.8302
2003-11,93.7,1050.71,1063.65,1031.2,1058.2,1049.8989,1287537894.7368,0.7129,3.1468,0.7043,-0.265,4.5759,0.868
2003-12,92.6,1058.2,1112.5601,1053.41,1111.92,1080.6359,1265415000.0,5.0766,5.6151,0.6255,-0.2299,-1.174,0.8873
2004-01,103.8,1111.92,1155.38,1105.08,1131.13,1132.5175,1641000000.0,1.7276,4.5517,1.4275,-0.2174,12.095,0.8903
2004-02,94.4,1131.13,1158.98,1124.4399,1144.9399,1143.3563,1472926315.7895,1.2209,3.0718,0.7544,-0.2083,-9.0559,0.8395
2004-03,95.8,1144.9399,1163.23,1087.16,1126.21,1123.9782,1460778260.8696,-1.6359,6.9971,0.8547,-0.2206,1.4831,0.755
2004-04,94.2,1126.21,1150.5699,1107.23,1107.3,1133.0786,1505328571.4286,-1.6791,3.9143,0.7401,-0.2329,-1.6701,0.6944
2004-05,90.2,1107.3,1127.74,1076.3199,1120.6801,1102.7815,1466320000.0,1.2083,4.7774,0.4537,-0.2242,-4.2463,0.6597
2004-06,95.6,1120.6801,1146.34,1113.3199,1140.84,1132.7572,1310928571.4286,1.7989,2.9659,0.8404,-0.211,5.9867,0.6612
2004-07,96.7,1140.84,1140.84,1078.78,1101.72,1105.8467,1394552380.9524,-3.4291,5.7528,0.9191,-0.2366,1.1506,0.6715
2004-08,95.9,1101.72,1109.6801,1060.72,1104.24,1088.935,1208490909.0909,0.2287,4.6157,0.8618,-0.2349,-0.8273,0.6244
2004-09,94.2,1104.24,1131.54,1099.1801,1114.58,1117.6562,1277612857.1429,0.9364,2.944,0.7401,-0.2282,-1.7727,0.4383
2004-10,91.7,1114.58,1142.05,1090.29,1130.2,1118.0681,1500523809.5238,1.4014,4.7474,0.5611,-0.218,-2.6539,0.1501
2004-11,92.8,1130.2,1188.46,1127.6,1173.8199,1168.9376,1450489523.8095,3.8595,5.3973,0.6399,-0.1895,1.1996,-0.0703
2004-12,97.1,1173.78,1217.33,1173.78,1211.92,1199.2095,1413750000.0,3.2458,3.7102,0.9478,-0.1646,4.6336,0.0623
2005-01,95.5,1211.92,1217.8,1163.75,1181.27,1181.408,1574940000.0,-2.529,4.6445,0.8332,-0.1846,-1.6478,0.1876
2005-02,94.1,1181.27,1212.4399,1180.95,1203.6,1199.6268,1541968947.3684,1.8903,2.6665,0.733,-0.17,-1.466,0.1368
2005-03,92.6,1203.6,1229.11,1163.6899,1180.59,1194.8977,1773370454.5455,-1.9118,5.6218,0.6255,-0.185,-1.594,0.0954
2005-04,87.7,1180.59,1191.88,1136.15,1156.85,1164.4276,2067822380.9524,-2.0109,4.9052,0.2747,-0.2006,-5.2916,0.0456
2005-05,86.9,1156.85,1199.5601,1146.1801,1191.5,1178.2757,1872475714.2857,2.9952,4.6572,0.2174,-0.1779,-0.9122,-0.2166
2005-06,96.0,1191.5,1219.59,1188.3,1191.33,1202.2532,1833365454.5455,-0.0143,2.6332,0.869,-0.178,10.4718,-0.1255
2005-07,96.5,1191.33,1245.15,1183.55,1234.1801,1222.237,1873233500.0,3.5968,5.2047,0.9048,-0.15,0.5208,0.1662
2005-08,89.1,1234.1801,1245.86,1201.0699,1220.33,1224.27,1827395217.3913,-1.1222,3.7292,0.3749,-0.1591,-7.6684,0.2038
2005-09,76.9,1220.33,1243.13,1205.35,1228.8101,1225.9148,2132262380.9524,0.6949,3.1344,-0.4987,-0.1535,-13.6925,-0.1114
2005-10,74.2,1228.8101,1233.34,1168.2,1207.01,1191.9643,2371132857.1429,-1.7741,5.5761,-0.692,-0.1678,-3.5111,-0.1746
2005-11,81.6,1207.01,1270.64,1201.0699,1249.48,1237.3686,2147755714.2857,3.5186,5.7923,-0.1621,-0.14,9.973,-0.2763
2005-12,91.5,1249.48,1275.8,1246.59,1248.29,1262.0719,1988387142.8571,-0.0952,2.3432,0.5468,-0.1408,12.1324,-0.2332
2006-01,91.2,1248.29,1294.9,1245.74,1280.08,1278.7225,2460582500.0,2.5467,3.9463,0.5253,-0.1201,-0.3279,-0.0536
2006-02,86.7,1280.08,1297.5699,1253.61,1280.66,1276.6453,2255786315.7895,0.0453,3.5067,0.2031,-0.1197,-4.9342,-0.0409
2006-03,88.9,1280.66,1310.88,1268.42,1294.87,1293.7348,2213262608.6957,1.1096,3.3475,0.3606,-0.1104,2.5375,0.0706
2006-04,87.4,1302.88,1318.16,1280.74,1310.61,1302.1653,2279391052.6316,1.2156,2.9218,0.2532,-0.1001,-1.6873,0.089
2006-05,79.1,1310.61,1326.7,1245.34,1270.09,1290.0136,2468765000.0,-3.0917,6.5332,-0.3411,-0.1266,-9.4966,0.032
2006-06,84.9,1270.05,1290.6801,1219.29,1270.2,1253.1682,2494239090.9091,0.0087,5.855,0.0742,-0.1265,7.3325,0.3046
2006-07,84.7,1270.0601,1280.42,1224.54,1276.66,1260.2345,2317411000.0,0.5086,4.5633,0.0598,-0.1223,-0.2356,0.5074
2006-08,82.0,1278.53,1306.74,1261.3,1303.8199,1287.1496,2195026956.5217,2.1274,3.6026,-0.1335,-0.1045,-3.1877,0.5954
2006-09,85.4,1303.8,1340.28,1290.9301,1335.85,1317.743,2450072000.0,2.4566,3.8228,0.11,-0.0836,4.1463,0.4482
2006-10,93.6,1335.8199,1389.45,1327.1,1377.9399,1363.3773,2581528181.8182,3.1508,4.6982,0.6971,-0.0561,9.6019,0.3879
2006-11,92.1,1377.76,1407.89,1360.98,1400.63,1388.6348,2635425238.0952,1.6467,3.4468,0.5897,-0.0413,-1.6026,0.4409
2006-12,91.7,1400.63,1431.8101,1385.9301,1418.3,1416.42,2378939000.0,1.2616,3.3104,0.5611,-0.0298,-0.4343,0.6701
2007-01,96.9,1418.03,1441.61,1403.97,1438.24,1424.161,2834310000.0,1.4059,2.681,0.9335,-0.0167,5.6707,0.851
2007-02,91.3,1437.9,1461.5699,1389.42,1406.8199,1444.7947,2728683684.2105,-2.1846,5.1928,0.5325,-0.0373,-5.7792,0.8652
2007-03,88.4,1406.8,1438.89,1363.98,1420.86,1406.9518,3073738636.3636,0.998,5.492,0.3248,-0.0281,-3.1763,0.8562
2007-04,87.1,1420.83,1498.02,1416.37,1482.37,1463.6405,2851623500.0,4.3291,5.7647,0.2317,0.0121,-1.4706,0.7193
2007-05,88.3,1482.37,1535.5601,1476.7,1530.62,1511.1368,2952638636.3636,3.2549,3.9859,0.3176,0.0436,1.3777,0.5117
2007-06,85.3,1530.62,1540.5601,1484.1801,1503.35,1514.4895,3110609523.8095,-1.7816,3.7987,0.1028,0.0258,-3.3975,0.2931
2007-07,90.4,1504.66,1555.9,1454.25,1455.27,1520.7048,3349401428.5714,-3.1982,6.9899,0.468,-0.0056,5.9789,0.1695
2007-08,83.4,1455.1801,1503.89,1370.6,1473.99,1454.617,3973120000.0,1.2864,9.7249,-0.0332,0.0066,-7.7434,-0.2956
2007-09,83.4,1473.96,1538.74,1439.29,1526.75,1497.1163,3042615789.4737,3.5794,6.9097,-0.0332,0.0411,0.0,-0.7076
2007-10,80.9,1527.29,1576.09,1489.5601,1549.38,1539.6587,3305329565.2174,1.4822,5.8091,-0.2123,0.0559,-2.9976,-0.7499
2007-11,76.1,1545.79,1545.79,1406.1,1481.14,1463.3852,4106997619.0476,-4.4043,9.9346,-0.556,0.0113,-5.9333,-0.6034
2007-12,75.5,1479.63,1523.5699,1435.65,1468.36,1479.2235,3241083500.0,-0.8629,6.124,-0.5989,0.0029,-0.7884,-0.4471
2008-01,78.4,1467.97,1471.77,1270.05,1378.55,1378.7638,4689301904.7619,-6.1163,15.8828,-0.3913,-0.0557,3.8411,-0.0897
2008-02,70.8,1378.6,1396.02,1316.75,1330.63,1354.8725,3926806500.0,-3.4761,6.0201,-0.9355,-0.087,-9.6939,0.4589
2008-03,69.5,1330.45,1359.6801,1256.98,1322.7,1316.943,4659458500.0,-0.596,8.1704,-1.0286,-0.0922,-1.8362,0.6988
2008-04,62.6,1326.41,1404.5699,1324.35,1385.59,1370.4691,3908119545.4545,4.7547,6.0573,-1.5227,-0.0511,-9.9281,0.6968
2008-05,59.8,1385.97,1440.24,1373.0699,1400.38,1403.2176,3856689523.8095,1.0674,4.892,-1.7232,-0.0415,-4.4728,0.6286
2008-06,56.4,1399.62,1404.05,1272.0,1280.0,1341.251,4600668571.4286,-8.5962,10.3813,-1.9666,-0.1201,-5.6856,0.7086
2008-07,61.2,1276.6899,1292.17,1200.4399,1267.38,1257.3264,5680935000.0,-0.9859,7.6414,-1.6229,-0.1284,8.5106,0.7824
2008-08,63.0,1269.42,1313.15,1247.45,1282.83,1281.4724,4107905238.0952,1.219,5.2668,-1.494,-0.1183,2.9412,0.787
2008-09,70.3,1287.83,1303.04,1106.42,1166.36,1217.0229,6667015238.0952,-9.0791,17.7708,-0.9713,-0.1943,11.5873,0.5648
2008-10,57.6,1164.17,1167.03,839.8,968.75,968.8009,6948827391.3043,-16.9425,38.9652,-1.8807,-0.3234,-18.0654,0.5326
2008-11,55.3,968.67,1007.51,741.02,896.24,883.0405,6087379473.6842,-7.4849,35.9626,-2.0454,-0.3708,-3.9931,0.575
2008-12,60.1,888.61,918.85,815.69,903.25,877.5618,5131112272.7273,0.7822,12.647,-1.7017,-0.3662,8.6799,0.5013
2009-01,61.2,902.99,943.85,804.3,825.88,865.5755,5604532000.0,-8.5657,17.3505,-1.6229,-0.4168,1.8303,0.4139
2009-02,56.3,823.09,875.01,734.52,735.09,805.2274,6552221578.9474,-10.9931,19.1268,-1.9738,-0.4761,-8.0065,0.4451
2009-03,57.3,729.57,832.98,666.79,797.87,757.1268,7356529090.9091,8.5404,24.9239,-1.9022,-0.4351,1.7762,0.4132
2009-04,65.1,793.59,888.7,783.32,872.81,848.1519,6612158095.2381,9.3925,13.453,-1.3436,-0.3861,13.6126,0.2651
2009-05,68.7,872.74,930.17,866.1,919.14,902.4085,6580747000.0,5.3081,7.3975,-1.0859,-0.3558,5.53,0.2277
2009-06,70.8,923.26,956.23,888.86,919.32,926.115,5120597727.2727,0.0196,7.5794,-0.9355,-0.3557,3.0568,0.3287
2009-07,66.0,920.82,996.68,869.32,987.48,935.8214,4847081363.6364,7.4142,14.6505,-1.2792,-0.3112,-6.7797,0.4368
2009-08,65.7,990.22,1039.47,978.51,1020.62,1009.7248,5526631904.7619,3.356,6.2299,-1.3007,-0.2895,-0.4545,0.6121
2009-09,73.5,1019.52,1080.15,991.97,1057.08,1044.5524,5347404285.7143,3.5723,8.8894,-0.7421,-0.2657,11.8721,0.6295
2009-10,70.6,1054.91,1101.36,1019.95,1036.1899,1067.6636,5155045000.0,-1.9762,7.9818,-0.9498,-0.2794,-3.9456,0.7665
2009-11,67.4,1036.1801,1113.6899,1029.38,1095.63,1088.069,4249076500.0,5.7364,8.1904,-1.1789,-0.2405,-4.5326,0.7908
2009-12,72.5,1098.89,1130.38,1085.89,1115.1,1110.3777,4068878636.3636,1.7771,4.0971,-0.8138,-0.2278,7.5668,0.8322
2010-01,74.4,1116.5601,1150.45,1071.59,1073.87,1123.5816,4786714736.8421,-3.6974,7.3592,-0.6777,-0.2548,2.6207,0.8297
2010-02,73.6,1073.89,1112.42,1044.5,1104.49,1089.16,4450596842.1053,2.8514,6.5026,-0.735,-0.2348,-1.0753,0.7589
2010-03,73.6,1105.36,1180.6899,1105.36,1169.4301,1152.0487,4507980434.7826,5.8796,6.815,-0.735,-0.1923,0.0,0.6204
